us,Red,IR,Ratio,Ambient,Vel,Accel,Notes
509118288,37,259,0.1429,1644,-0.1676,-0.0317,
509179282,24,200,0.12,1501,-0.0024,0.0171,
509240282,24,200,0.12,1501,-0.0024,0.0171,
509303282,24,200,0.12,1501,-0.0024,0.0171,
509553282,24,200,0.12,1501,-0.0024,0.0171,
509615282,19,164,0.1159,1586,-0.069,-0.0191,
509802284,19,164,0.1159,1586,-0.069,-0.0191,
509865282,19,164,0.1159,1586,-0.069,-0.0191,
509927282,19,164,0.1159,1586,-0.069,-0.0191,
509990282,98,628,0.1561,1201,-0.0093,0.0626,
510052467,98,628,0.1561,1201,-0.0093,0.0626,
510113284,58,336,0.1726,1283,-0.2559,-0.0486,
510174282,58,336,0.1726,1283,-0.2559,-0.0486,
510236283,58,336,0.1726,1283,-0.2559,-0.0486,
510485305,58,336,0.1726,1283,-0.2559,-0.0486,
510547289,58,336,0.1726,1283,-0.2559,-0.0486,
510673998,58,336,0.1726,1283,-0.2559,-0.0486,
510736291,58,336,0.1726,1283,-0.2559,-0.0486,
510797283,33,169,0.1953,1711,0.0086,0.0073,
510859283,46,323,0.1424,1519,-0.0053,-0.0014,
510922283,46,323,0.1424,1519,-0.0053,-0.0014,
510986004,46,323,0.1424,1519,-0.0053,-0.0014,
511047292,46,323,0.1424,1519,-0.0053,-0.0014,
511174844,46,323,0.1424,1519,-0.0053,-0.0014,
511237283,46,323,0.1424,1519,-0.0053,-0.0014,
511301286,-34,-173,0.1965,1047,-0.0005,0.036,
511362286,-34,-173,0.1965,1047,-0.0005,0.036,
511424284,-34,-173,0.1965,1047,-0.0005,0.036,
511488288,-34,-173,0.1965,1047,-0.0005,0.036,
511613286,49,241,0.2033,1289,0.0357,0.012,
511676286,49,241,0.2033,1289,0.0357,0.012,
511738282,49,291,0.1684,1628,-0.0212,-0.0037,
511801283,253,963,0.2627,754,0.0094,0.0031,
511926588,253,963,0.2627,754,0.0094,0.0031,
512113282,-28,-115,0.2435,1413,0.0953,0.0142,
512175283,65,353,0.1841,1563,-0.0059,-0.0101,
512550816,65,353,0.1841,1563,-0.0059,-0.0101,
512613286,65,353,0.1841,1563,-0.0059,-0.0101,
512674279,58,305,0.1902,1477,-0.0604,-0.0079,
512801282,58,305,0.1902,1477,-0.0604,-0.0079,
512862764,58,305,0.1902,1477,-0.0604,-0.0079,
512925282,58,305,0.1902,1477,-0.0604,-0.0079,
512988263,32,187,0.1711,1692,-0.0455,-0.0059,
513049282,69,276,0.25,1363,0.0079,0.0053,
513111283,180,648,0.2778,907,0.0028,-0.0005,
513233291,180,648,0.2778,907,0.0028,-0.0005,
513297092,180,648,0.2778,907,0.0028,-0.0005,
513358282,180,648,0.2778,907,0.0028,-0.0005,
513545281,180,648,0.2778,907,0.0028,-0.0005,
513670310,180,648,0.2778,907,0.0028,-0.0005,
513733283,180,648,0.2778,907,0.0028,-0.0005,
513795507,180,648,0.2778,907,0.0028,-0.0005,
513857281,180,648,0.2778,907,0.0028,-0.0005,
513921282,180,648,0.2778,907,0.0028,-0.0005,
513983283,180,648,0.2778,907,0.0028,-0.0005,
514043282,86,357,0.2409,1437,-0.1167,-0.0215,
514107558,49,139,0.3525,1711,0.0099,0.0112,
514232282,49,139,0.3525,1711,0.0099,0.0112,
514293282,49,139,0.3525,1711,0.0099,0.0112,
514356282,49,139,0.3525,1711,0.0099,0.0112,
514482291,49,139,0.3525,1711,0.0099,0.0112,
514607284,49,139,0.3525,1711,0.0099,0.0112,
514794286,124,286,0.4336,1477,0.0692,0.0018,
514857283,124,286,0.4336,1477,0.0692,0.0018,
514918283,122,226,0.5398,1419,0.0426,0.0075,
515044572,122,226,0.5398,1419,0.0426,0.0075,
515108096,122,226,0.5398,1419,0.0426,0.0075,
515175283,122,226,0.5398,1419,0.0426,0.0075,
515236282,122,226,0.5398,1419,0.0426,0.0075,
515299283,122,226,0.5398,1419,0.0426,0.0075,
515426282,122,226,0.5398,1419,0.0426,0.0075,
515487282,122,226,0.5398,1419,0.0426,0.0075,
515547457,122,226,0.5398,1419,0.0426,0.0075,
515609283,122,226,0.5398,1419,0.0426,0.0075,
515736283,122,226,0.5398,1419,0.0426,0.0075,
515860282,213,439,0.4852,748,0.0627,0.017,
516045433,213,439,0.4852,748,0.0627,0.017,
516106805,111,239,0.4644,1623,-0.0517,-0.0454,
516168611,217,484,0.4483,1268,-0.0016,0.0049,
516232282,312,835,0.3737,1195,-0.0071,-0.0005,
516420283,52,166,0.3133,910,0.0461,0.0029,
516481281,52,166,0.3133,910,0.0461,0.0029,
516542281,52,166,0.3133,910,0.0461,0.0029,
516854581,52,166,0.3133,910,0.0461,0.0029,
516981586,52,166,0.3133,910,0.0461,0.0029,
517042282,52,166,0.3133,910,0.0461,0.0029,
517233817,52,166,0.3133,910,0.0461,0.0029,
517297284,56,128,0.4375,1560,-0.0236,-0.0108,
517358282,56,128,0.4375,1560,-0.0236,-0.0108,
517421283,56,128,0.4375,1560,-0.0236,-0.0108,
517608293,56,128,0.4375,1560,-0.0236,-0.0108,
517730282,56,128,0.4375,1560,-0.0236,-0.0108,
517793282,56,128,0.4375,1560,-0.0236,-0.0108,
517922282,56,128,0.4375,1560,-0.0236,-0.0108,
517984282,56,128,0.4375,1560,-0.0236,-0.0108,
518045284,56,128,0.4375,1560,-0.0236,-0.0108,
518107313,56,128,0.4375,1560,-0.0236,-0.0108,
518234282,70,129,0.5426,1569,0.1824,0.0321,
518356282,70,129,0.5426,1569,0.1824,0.0321,
518545283,70,129,0.5426,1569,0.1824,0.0321,
518732282,70,129,0.5426,1569,0.1824,0.0321,
518858282,70,129,0.5426,1569,0.1824,0.0321,
518921282,70,129,0.5426,1569,0.1824,0.0321,
519043100,70,129,0.5426,1569,0.1824,0.0321,
519107283,70,129,0.5426,1569,0.1824,0.0321,
519232309,70,129,0.5426,1569,0.1824,0.0321,
519294282,70,129,0.5426,1569,0.1824,0.0321,
519356282,50,135,0.3704,1694,0.0331,0.0188,
519482282,50,135,0.3704,1694,0.0331,0.0188,
519543284,50,135,0.3704,1694,0.0331,0.0188,
519606282,74,232,0.319,1669,0.0231,0.0099,
519670091,74,232,0.319,1669,0.0231,0.0099,
519731915,74,232,0.319,1669,0.0231,0.0099,
519794691,74,232,0.319,1669,0.0231,0.0099,
519856293,51,186,0.2742,1690,-0.0396,-0.0021,
519918283,51,186,0.2742,1690,-0.0396,-0.0021,
520230283,51,186,0.2742,1690,-0.0396,-0.0021,
520357802,51,186,0.2742,1690,-0.0396,-0.0021,
520419284,39,197,0.198,1004,0.0112,-0.0008,
520482283,39,197,0.198,1004,0.0112,-0.0008,
520544282,39,197,0.198,1004,0.0112,-0.0008,
520608282,116,685,0.1693,1241,-0.0531,0.0066,
520669286,116,685,0.1693,1241,-0.0531,0.0066,
520731284,59,327,0.1804,1274,0.0105,0.002,
520793282,54,250,0.216,1564,0.0036,-0.0007,
520854336,54,250,0.216,1564,0.0036,-0.0007,
521041905,54,250,0.216,1564,0.0036,-0.0007,
521103282,54,250,0.216,1564,0.0036,-0.0007,
521353298,83,300,0.2767,1549,0.0333,0.0028,
521415282,44,212,0.2075,1713,-0.0069,-0.004,
521477282,44,212,0.2075,1713,-0.0069,-0.004,
521604049,44,212,0.2075,1713,-0.0069,-0.004,
521666284,44,212,0.2075,1713,-0.0069,-0.004,
521790018,44,212,0.2075,1713,-0.0069,-0.004,
521854282,87,340,0.2559,1663,-0.0233,-0.0151,
521915594,87,340,0.2559,1663,-0.0233,-0.0151,
521977312,87,340,0.2559,1663,-0.0233,-0.0151,
522040282,87,340,0.2559,1663,-0.0233,-0.0151,
522229177,115,469,0.2452,916,1.9602,0.379,
522291315,115,469,0.2452,916,1.9602,0.379,
522545158,115,469,0.2452,916,1.9602,0.379,
522733287,-77,-273,0.2821,1736,0.4418,0.0835,
522795287,34,199,0.1709,1700,-0.0111,-0.0453,
522919296,34,190,0.1789,974,0.289,0.0539,
522981286,34,190,0.1789,974,0.289,0.0539,
523105282,34,190,0.1789,974,0.289,0.0539,
523165984,45,239,0.1883,1563,0.0184,-0.0033,
523227312,45,239,0.1883,1563,0.0184,-0.0033,
523290292,45,239,0.1883,1563,0.0184,-0.0033,
523354282,45,239,0.1883,1563,0.0184,-0.0033,
523417283,45,239,0.1883,1563,0.0184,-0.0033,
523543282,45,239,0.1883,1563,0.0184,-0.0033,
523605282,45,239,0.1883,1563,0.0184,-0.0033,
523668282,171,1222,0.1399,860,0.0059,0.0075,
523853298,171,1222,0.1399,860,0.0059,0.0075,
523914282,171,1222,0.1399,860,0.0059,0.0075,
523980283,171,1222,0.1399,860,0.0059,0.0075,
524041282,171,1222,0.1399,860,0.0059,0.0075,
524102958,171,1222,0.1399,860,0.0059,0.0075,
524164284,171,1222,0.1399,860,0.0059,0.0075,
524232283,171,1222,0.1399,860,0.0059,0.0075,
524295282,171,1222,0.1399,860,0.0059,0.0075,
524547092,171,1222,0.1399,860,0.0059,0.0075,
524608282,171,1222,0.1399,860,0.0059,0.0075,
524669283,171,1222,0.1399,860,0.0059,0.0075,
524792293,27,220,0.1227,1577,0.0255,0.0078,
524919282,27,220,0.1227,1577,0.0255,0.0078,
525042855,27,220,0.1227,1577,0.0255,0.0078,
525104286,27,188,0.1436,1677,-0.3592,-0.0782,
525228532,27,188,0.1436,1677,-0.3592,-0.0782,
525290283,68,609,0.1117,1314,-0.0262,-0.0268,
525354290,40,231,0.1732,1681,0.0061,0.0032,
525417286,40,231,0.1732,1681,0.0061,0.0032,
525480309,40,231,0.1732,1681,0.0061,0.0032,
525666508,40,231,0.1732,1681,0.0061,0.0032,
525728293,40,231,0.1732,1681,0.0061,0.0032,
525852282,42,284,0.1479,1577,0.4458,0.0882,
525914282,42,284,0.1479,1577,0.4458,0.0882,
526041293,42,284,0.1479,1577,0.4458,0.0882,
526170283,42,284,0.1479,1577,0.4458,0.0882,
526232282,42,284,0.1479,1577,0.4458,0.0882,
526293535,42,284,0.1479,1577,0.4458,0.0882,
526417293,42,284,0.1479,1577,0.4458,0.0882,
526606227,42,284,0.1479,1577,0.4458,0.0882,
526670098,42,284,0.1479,1577,0.4458,0.0882,
526731284,42,284,0.1479,1577,0.4458,0.0882,
526792283,39,283,0.1378,1585,-0.0138,0.0148,
526853283,39,283,0.1378,1585,-0.0138,0.0148,
526981291,39,283,0.1378,1585,-0.0138,0.0148,
527044282,39,283,0.1378,1585,-0.0138,0.0148,
527106282,68,654,0.104,1177,-0.0322,0.043,
527232551,68,654,0.104,1177,-0.0322,0.043,
527295282,68,654,0.104,1177,-0.0322,0.043,
527356282,68,654,0.104,1177,-0.0322,0.043,
527417282,68,654,0.104,1177,-0.0322,0.043,
527541633,68,654,0.104,1177,-0.0322,0.043,
527603283,68,654,0.104,1177,-0.0322,0.043,
527790282,68,654,0.104,1177,-0.0322,0.043,
527854332,68,654,0.104,1177,-0.0322,0.043,
527918284,68,654,0.104,1177,-0.0322,0.043,
528103282,68,654,0.104,1177,-0.0322,0.043,
528165525,51,357,0.1429,1505,-0.0198,-0.0106,
528228291,51,357,0.1429,1505,-0.0198,-0.0106,
528351290,51,357,0.1429,1505,-0.0198,-0.0106,
528413282,44,256,0.1719,1678,-0.0255,-0.0081,
528540290,44,256,0.1719,1678,-0.0255,-0.0081,
528601282,44,256,0.1719,1678,-0.0255,-0.0081,
528663281,44,256,0.1719,1678,-0.0255,-0.0081,
528725286,63,449,0.1403,1482,0.0083,0.0011,
528788906,63,449,0.1403,1482,0.0083,0.0011,
528852287,63,449,0.1403,1482,0.0083,0.0011,
528913283,63,449,0.1403,1482,0.0083,0.0011,
529228296,63,449,0.1403,1482,0.0083,0.0011,
529291282,63,449,0.1403,1482,0.0083,0.0011,
529353282,46,258,0.1783,1674,-0.0812,-0.0138,
529479282,46,258,0.1783,1674,-0.0812,-0.0138,
529541283,46,258,0.1783,1674,-0.0812,-0.0138,
529603282,46,258,0.1783,1674,-0.0812,-0.0138,
529731218,-63,-402,0.1567,1711,0.0287,0.0049,
529792282,-63,-402,0.1567,1711,0.0287,0.0049,
529853284,-63,-402,0.1567,1711,0.0287,0.0049,
530104282,-63,-402,0.1567,1711,0.0287,0.0049,
530165474,70,320,0.2188,1466,0.0205,-0.0063,
530228286,70,320,0.2188,1466,0.0205,-0.0063,
530290304,70,320,0.2188,1466,0.0205,-0.0063,
530353743,70,320,0.2188,1466,0.0205,-0.0063,
530477295,48,195,0.2462,931,0.1299,0.0239,
530539282,48,195,0.2462,931,0.1299,0.0239,
530601282,48,195,0.2462,931,0.1299,0.0239,
530663984,48,195,0.2462,931,0.1299,0.0239,
530725293,48,195,0.2462,931,0.1299,0.0239,
530851282,48,195,0.2462,931,0.1299,0.0239,
530914102,48,195,0.2462,931,0.1299,0.0239,
531099286,27,132,0.2045,1275,0.0648,-0.0087,
531161282,27,132,0.2045,1275,0.0648,-0.0087,
531287435,81,510,0.1588,919,0.0392,0.0121,
531349281,81,510,0.1588,919,0.0392,0.0121,
531473282,40,245,0.1633,1634,0.0187,0.0118,
531542471,40,245,0.1633,1634,0.0187,0.0118,
531601527,23,197,0.1168,1685,-0.0842,-0.0162,
531786283,23,197,0.1168,1685,-0.0842,-0.0162,
531851282,23,197,0.1168,1685,-0.0842,-0.0162,
531913002,23,197,0.1168,1685,-0.0842,-0.0162,
532036282,23,197,0.1168,1685,-0.0842,-0.0162,
532098281,23,197,0.1168,1685,-0.0842,-0.0162,
532473286,23,197,0.1168,1685,-0.0842,-0.0162,
532598287,23,197,0.1168,1685,-0.0842,-0.0162,
532660282,23,197,0.1168,1685,-0.0842,-0.0162,
532725092,23,197,0.1168,1685,-0.0842,-0.0162,
532788285,23,197,0.1168,1685,-0.0842,-0.0162,
532850700,23,197,0.1168,1685,-0.0842,-0.0162,
532978286,23,197,0.1168,1685,-0.0842,-0.0162,
533041286,23,197,0.1168,1685,-0.0842,-0.0162,
533164825,23,197,0.1168,1685,-0.0842,-0.0162,
533288284,23,197,0.1168,1685,-0.0842,-0.0162,
533351286,23,197,0.1168,1685,-0.0842,-0.0162,
533413282,27,195,0.1385,1690,-0.0781,-0.0161,
533539282,27,195,0.1385,1690,-0.0781,-0.0161,
533600284,27,195,0.1385,1690,-0.0781,-0.0161,
533726282,73,433,0.1686,1144,0.0557,0.0101,
533789651,73,433,0.1686,1144,0.0557,0.0101,
533852282,73,433,0.1686,1144,0.0557,0.0101,
534099049,73,433,0.1686,1144,0.0557,0.0101,
534165286,73,433,0.1686,1144,0.0557,0.0101,
534289286,86,737,0.1167,1287,0.1565,0.0425,
534351286,68,407,0.1671,1539,0.005,-0.0151,
534411883,68,407,0.1671,1539,0.005,-0.0151,
534473294,68,407,0.1671,1539,0.005,-0.0151,
534727504,115,586,0.1962,1396,0.0276,-0.0022,
534788287,60,374,0.1604,1097,-0.0036,-0.0031,
534849282,60,374,0.1604,1097,-0.0036,-0.0031,
534914308,60,374,0.1604,1097,-0.0036,-0.0031,
534976282,60,374,0.1604,1097,-0.0036,-0.0031,
535038286,60,374,0.1604,1097,-0.0036,-0.0031,
535166092,60,374,0.1604,1097,-0.0036,-0.0031,
535226287,60,374,0.1604,1097,-0.0036,-0.0031,
535288291,60,465,0.129,1120,-0.0392,-0.0038,
535353406,60,465,0.129,1120,-0.0392,-0.0038,
535414293,28,140,0.2,1563,-0.0439,-0.0086,
535478286,117,590,0.1983,975,-0.0002,0.0043,
535539286,117,590,0.1983,975,-0.0002,0.0043,
535600286,40,171,0.2339,1483,-0.038,-0.008,
535662286,40,171,0.2339,1483,-0.038,-0.008,
535790282,40,171,0.2339,1483,-0.038,-0.008,
535851292,45,292,0.1541,1570,-0.0434,-0.0339,
535976286,33,175,0.1886,1037,0.0293,0.0055,
536039739,33,175,0.1886,1037,0.0293,0.0055,
536103282,33,175,0.1886,1037,0.0293,0.0055,
536169282,33,175,0.1886,1037,0.0293,0.0055,
536169282,33,175,0.1886,1037,0.0293,0.0055,
536358291,33,175,0.1886,1037,0.0293,0.0055,
536421287,33,175,0.1886,1037,0.0293,0.0055,
536484281,33,175,0.1886,1037,0.0293,0.0055,
536545965,33,175,0.1886,1037,0.0293,0.0055,
536609292,33,175,0.1886,1037,0.0293,0.0055,
536743284,33,175,0.1886,1037,0.0293,0.0055,
536807533,33,175,0.1886,1037,0.0293,0.0055,
536869275,33,175,0.1886,1037,0.0293,0.0055,
536932283,33,175,0.1886,1037,0.0293,0.0055,
537183284,33,175,0.1886,1037,0.0293,0.0055,
537309282,33,175,0.1886,1037,0.0293,0.0055,
537497292,33,175,0.1886,1037,0.0293,0.0055,
537622282,33,175,0.1886,1037,0.0293,0.0055,
537684282,38,285,0.1333,1529,-0.2801,-0.0599,
537745997,38,285,0.1333,1529,-0.2801,-0.0599,
537870327,38,285,0.1333,1529,-0.2801,-0.0599,
537934284,38,285,0.1333,1529,-0.2801,-0.0599,
538059290,21,225,0.0933,1443,0.0655,0.0131,
538181282,21,225,0.0933,1443,0.0655,0.0131,
538244284,21,225,0.0933,1443,0.0655,0.0131,
538432286,21,225,0.0933,1443,0.0655,0.0131,
538494306,21,225,0.0933,1443,0.0655,0.0131,
538556282,21,225,0.0933,1443,0.0655,0.0131,
538682553,21,225,0.0933,1443,0.0655,0.0131,
538808092,21,225,0.0933,1443,0.0655,0.0131,
538931283,21,225,0.0933,1443,0.0655,0.0131,
539122455,21,225,0.0933,1443,0.0655,0.0131,
539247307,21,225,0.0933,1443,0.0655,0.0131,
539308289,21,225,0.0933,1443,0.0655,0.0131,
539372292,21,225,0.0933,1443,0.0655,0.0131,
539436333,143,1175,0.1217,1063,-0.1217,-0.0216,
539497282,143,1175,0.1217,1063,-0.1217,-0.0216,
539624267,143,1175,0.1217,1063,-0.1217,-0.0216,
539811282,23,280,0.0821,1770,0.0491,0.0022,
539872282,24,214,0.1121,1903,0.003,-0.0046,
540060291,24,214,0.1121,1903,0.003,-0.0046,
540122284,24,214,0.1121,1903,0.003,-0.0046,
540184282,24,214,0.1121,1903,0.003,-0.0046,
540248293,24,214,0.1121,1903,0.003,-0.0046,
540309284,24,214,0.1121,1903,0.003,-0.0046,
540372282,24,214,0.1121,1903,0.003,-0.0046,
540434282,24,214,0.1121,1903,0.003,-0.0046,
540682283,24,214,0.1121,1903,0.003,-0.0046,
540743510,24,214,0.1121,1903,0.003,-0.0046,
540805856,78,545,0.1431,1822,0.01,0.0056,
540932641,78,545,0.1431,1822,0.01,0.0056,
540993283,52,338,0.1538,1731,-0.0586,-0.0123,
541055282,52,338,0.1538,1731,-0.0586,-0.0123,
541311283,52,338,0.1538,1731,-0.0586,-0.0123,
541373283,52,338,0.1538,1731,-0.0586,-0.0123,
541436287,52,338,0.1538,1731,-0.0586,-0.0123,
541498282,52,338,0.1538,1731,-0.0586,-0.0123,
541561292,52,338,0.1538,1731,-0.0586,-0.0123,
541623287,52,338,0.1538,1731,-0.0586,-0.0123,
541684294,52,338,0.1538,1731,-0.0586,-0.0123,
541933287,52,338,0.1538,1731,-0.0586,-0.0123,
541998287,52,338,0.1538,1731,-0.0586,-0.0123,
542060287,-24,-170,0.1412,1953,-0.0297,-0.0047,
542184293,-24,-170,0.1412,1953,-0.0297,-0.0047,
542369287,85,419,0.2029,1642,0.0328,-0.0075,
542433665,85,419,0.2029,1642,0.0328,-0.0075,
542560284,85,419,0.2029,1642,0.0328,-0.0075,
542685283,85,419,0.2029,1642,0.0328,-0.0075,
542749120,85,419,0.2029,1642,0.0328,-0.0075,
542812283,85,419,0.2029,1642,0.0328,-0.0075,
542873284,68,288,0.2361,2218,-0.0579,0.0022,
542935282,68,288,0.2361,2218,-0.0579,0.0022,
542996282,39,215,0.1814,1671,0.0093,0.0024,
543059755,39,215,0.1814,1671,0.0093,0.0024,
543123282,39,215,0.1814,1671,0.0093,0.0024,
543184282,39,215,0.1814,1671,0.0093,0.0024,
543246282,148,777,0.1905,1586,0.0153,0.0072,
543308282,148,777,0.1905,1586,0.0153,0.0072,
543374030,148,777,0.1905,1586,0.0153,0.0072,
543498282,148,777,0.1905,1586,0.0153,0.0072,
543624282,148,777,0.1905,1586,0.0153,0.0072,
543748284,148,777,0.1905,1586,0.0153,0.0072,
543811282,148,777,0.1905,1586,0.0153,0.0072,
543872282,47,302,0.1556,2132,-0.0235,-0.0052,
543933283,47,302,0.1556,2132,-0.0235,-0.0052,
543996287,47,302,0.1556,2132,-0.0235,-0.0052,
544056284,47,302,0.1556,2132,-0.0235,-0.0052,
544119282,47,302,0.1556,2132,-0.0235,-0.0052,
544182282,47,302,0.1556,2132,-0.0235,-0.0052,
544243283,47,302,0.1556,2132,-0.0235,-0.0052,
544310293,47,302,0.1556,2132,-0.0235,-0.0052,
544371293,58,273,0.2125,1959,-0.0264,-0.0042,
544434282,58,273,0.2125,1959,-0.0264,-0.0042,
544496282,58,273,0.2125,1959,-0.0264,-0.0042,
544558288,14,55,0.2545,1160,0.018,0.0056,
544623097,14,55,0.2545,1160,0.018,0.0056,
544684287,34,194,0.1753,2219,0.0107,0.0028,
544807281,121,559,0.2165,1269,0.2915,0.0579,
544994286,121,559,0.2165,1269,0.2915,0.0579,
545115673,121,559,0.2165,1269,0.2915,0.0579,
545179282,121,559,0.2165,1269,0.2915,0.0579,
545244288,41,218,0.1881,2030,0.0106,0.0067,
545305286,41,218,0.1881,2030,0.0106,0.0067,
545493093,41,218,0.1881,2030,0.0106,0.0067,
545617286,41,218,0.1881,2030,0.0106,0.0067,
545683282,41,218,0.1881,2030,0.0106,0.0067,
545810614,41,218,0.1881,2030,0.0106,0.0067,
545872286,65,335,0.194,1708,-0.0608,-0.0151,
545934282,65,335,0.194,1708,-0.0608,-0.0151,
546057283,150,705,0.2128,1161,0.0342,0.0106,
546121736,150,705,0.2128,1161,0.0342,0.0106,
546184460,150,705,0.2128,1161,0.0342,0.0106,
546307461,150,705,0.2128,1161,0.0342,0.0106,
546369284,150,705,0.2128,1161,0.0342,0.0106,
546433282,150,705,0.2128,1161,0.0342,0.0106,
546680283,150,705,0.2128,1161,0.0342,0.0106,
546803943,150,705,0.2128,1161,0.0342,0.0106,
546929282,150,705,0.2128,1161,0.0342,0.0106,
546992282,150,705,0.2128,1161,0.0342,0.0106,
547056282,70,294,0.2381,1746,-0.1287,-0.0181,
547180284,70,294,0.2381,1746,-0.1287,-0.0181,
547244283,70,294,0.2381,1746,-0.1287,-0.0181,
547369282,70,294,0.2381,1746,-0.1287,-0.0181,
547432568,70,294,0.2381,1746,-0.1287,-0.0181,
547493716,83,275,0.3018,2139,-0.0302,-0.0075,
547556282,83,275,0.3018,2139,-0.0302,-0.0075,
547620282,83,275,0.3018,2139,-0.0302,-0.0075,
547744628,83,275,0.3018,2139,-0.0302,-0.0075,
547805345,57,261,0.2184,2121,0.0192,-0.0001,
547866282,53,236,0.2246,1902,0.0006,-0.0019,
547992282,53,236,0.2246,1902,0.0006,-0.0019,
548117167,53,236,0.2246,1902,0.0006,-0.0019,
548180282,53,236,0.2246,1902,0.0006,-0.0019,
548243282,53,236,0.2246,1902,0.0006,-0.0019,
548304283,54,264,0.2045,2116,-0.1384,-0.0148,
548366773,54,264,0.2045,2116,-0.1384,-0.0148,
548428282,54,264,0.2045,2116,-0.1384,-0.0148,
548489286,108,550,0.1964,1190,0.0082,0.0043,
548553294,108,550,0.1964,1190,0.0082,0.0043,
548614286,56,294,0.1905,2061,-0.0103,-0.002,
548677184,56,294,0.1905,2061,-0.0103,-0.002,
548801286,56,294,0.1905,2061,-0.0103,-0.002,
548926304,59,332,0.1777,1944,0.034,0.0079,
548991283,59,332,0.1777,1944,0.034,0.0079,
549052294,43,301,0.1429,1897,0.0074,0.0018,
549113308,43,301,0.1429,1897,0.0074,0.0018,
549364294,43,301,0.1429,1897,0.0074,0.0018,
549426282,43,301,0.1429,1897,0.0074,0.0018,
549489282,43,301,0.1429,1897,0.0074,0.0018,
549550282,59,461,0.128,1495,-0.0128,-0.0038,
549614471,59,461,0.128,1495,-0.0128,-0.0038,
549676290,59,461,0.128,1495,-0.0128,-0.0038,
549801282,59,461,0.128,1495,-0.0128,-0.0038,
549862290,59,461,0.128,1495,-0.0128,-0.0038,
549926557,53,315,0.1683,2046,0.0112,0.0053,
550053365,53,315,0.1683,2046,0.0112,0.0053,
550115283,53,315,0.1683,2046,0.0112,0.0053,
550179282,92,596,0.1544,1063,-0.0132,0.0605,
550238912,92,596,0.1544,1063,-0.0132,0.0605,
550300293,92,596,0.1544,1063,-0.0132,0.0605,
550364282,92,596,0.1544,1063,-0.0132,0.0605,
550612292,92,596,0.1544,1063,-0.0132,0.0605,
550675282,92,596,0.1544,1063,-0.0132,0.0605,
550736282,92,596,0.1544,1063,-0.0132,0.0605,
550799292,92,596,0.1544,1063,-0.0132,0.0605,
550989286,92,596,0.1544,1063,-0.0132,0.0605,
551051282,92,596,0.1544,1063,-0.0132,0.0605,
551113282,16,137,0.1168,1967,-0.1002,-0.0204,
551175041,16,137,0.1168,1967,-0.1002,-0.0204,
551236284,16,137,0.1168,1967,-0.1002,-0.0204,
551299282,16,137,0.1168,1967,-0.1002,-0.0204,
551488591,16,137,0.1168,1967,-0.1002,-0.0204,
551551100,16,137,0.1168,1967,-0.1002,-0.0204,
551612282,48,303,0.1584,1746,-0.1984,-0.033,
551675283,48,303,0.1584,1746,-0.1984,-0.033,
551737283,47,431,0.109,1879,-0.0303,-0.0056,
551865294,47,431,0.109,1879,-0.0303,-0.0056,
551990281,47,431,0.109,1879,-0.0303,-0.0056,
552053282,47,431,0.109,1879,-0.0303,-0.0056,
552115286,47,431,0.109,1879,-0.0303,-0.0056,
552178286,47,431,0.109,1879,-0.0303,-0.0056,
552240282,47,431,0.109,1879,-0.0303,-0.0056,
552362282,47,431,0.109,1879,-0.0303,-0.0056,
552425780,11,146,0.0753,2375,-0.0307,-0.0124,
552552282,11,146,0.0753,2375,-0.0307,-0.0124,
552612282,11,146,0.0753,2375,-0.0307,-0.0124,
552674283,22,348,0.0632,2191,-0.0084,0.0076,
552863291,22,348,0.0632,2191,-0.0084,0.0076,
552925282,22,348,0.0632,2191,-0.0084,0.0076,
553113291,22,348,0.0632,2191,-0.0084,0.0076,
553174284,34,400,0.085,2124,-0.0056,-0.0125,
553364579,34,400,0.085,2124,-0.0056,-0.0125,
553491291,34,400,0.085,2124,-0.0056,-0.0125,
553552282,34,400,0.085,2124,-0.0056,-0.0125,
553614282,34,400,0.085,2124,-0.0056,-0.0125,
553677285,34,400,0.085,2124,-0.0056,-0.0125,
